glass,spot,PDGFRA-PDGFRB-FAP-SMA+PanEpiMask-,PDGFRA-PDGFRB-FAP+SMA-PanEpiMask-,PDGFRA-PDGFRB-FAP+SMA+PanEpiMask-,PDGFRA-PDGFRB+FAP-SMA-PanEpiMask-,PDGFRA-PDGFRB+FAP-SMA+PanEpiMask-,PDGFRA-PDGFRB+FAP+SMA-PanEpiMask-,PDGFRA-PDGFRB+FAP+SMA+PanEpiMask-,PDGFRA+PDGFRB-FAP-SMA-PanEpiMask-,PDGFRA+PDGFRB-FAP-SMA+PanEpiMask-,PDGFRA+PDGFRB-FAP+SMA-PanEpiMask-,PDGFRA+PDGFRB-FAP+SMA+PanEpiMask-,PDGFRA+PDGFRB+FAP-SMA-PanEpiMask-,PDGFRA+PDGFRB+FAP-SMA+PanEpiMask-,PDGFRA+PDGFRB+FAP+SMA-PanEpiMask-,PDGFRA+PDGFRB+FAP+SMA+PanEpiMask-
BOMI2_01_ostmanpanel_011118KV_resscan2,52,0.024230278739296774,0.0,0.0,0.08580797959555475,0.25833485152122426,0.0,0.0,0.13098925122973218,0.007287301876480233,0.00036436509382401167,0.0,0.24904354162871198,0.22991437420295135,0.009473492439424303,0.004554563672800146
BOMI2_01_ostmanpanel_011118KV_resscan2,53,0.15477386934673368,0.01306532663316583,0.012060301507537688,0.1035175879396985,0.3035175879396985,0.05125628140703518,0.11658291457286432,0.0743718592964824,0.007035175879396985,0.0,0.0,0.06030150753768844,0.07839195979899498,0.01407035175879397,0.011055276381909548
BOMI2_01_ostmanpanel_011118KV_resscan2,54,0.45886442641946695,0.008111239860950173,0.1929316338354577,0.004634994206257242,0.11123986095017381,0.0017381228273464658,0.19756662804171496,0.0028968713789107765,0.0017381228273464658,0.0,0.0017381228273464658,0.002317497103128621,0.002317497103128621,0.0005793742757821553,0.013325608342989572
BOMI2_01_ostmanpanel_011118KV_resscan2,55,0.08351648351648351,0.013186813186813187,0.0005494505494505495,0.22967032967032966,0.07967032967032966,0.0027472527472527475,0.0005494505494505495,0.16593406593406593,0.00989010989010989,0.014285714285714285,0.0,0.3181318681318681,0.04395604395604396,0.033516483516483515,0.004395604395604396
BOMI2_01_ostmanpanel_011118KV_resscan2,56,0.033218785796105384,0.17907598319969453,0.37724322260404736,0.021764032073310423,0.007636502481863307,0.034746086292478044,0.14738449789996183,0.018709431080565102,0.001145475372279496,0.06376479572355861,0.029782359679266894,0.010691103474608629,0.0007636502481863307,0.035509736540664374,0.038564337533409696
BOMI2_01_ostmanpanel_011118KV_resscan2,57,0.055819477434679333,0.0011876484560570072,0.0011876484560570072,0.045724465558194774,0.1834916864608076,0.0005938242280285036,0.015439429928741092,0.21912114014251782,0.020783847980997625,0.004156769596199525,0.0,0.07363420427553444,0.3319477434679335,0.011282660332541567,0.035629453681710214
BOMI2_01_ostmanpanel_011118KV_resscan2,58,0.02638680659670165,0.0,0.0002998500749625187,0.0,0.0034482758620689655,0.0,0.0,0.04977511244377811,0.12668665667166418,0.00014992503748125936,0.006446776611694153,0.23628185907046476,0.3952023988005997,0.036581709145427285,0.11874062968515742
BOMI2_01_ostmanpanel_011118KV_resscan2,59,0.053349140486069944,0.11321873147599289,0.14463544754001187,0.07528156490812092,0.046235921754593956,0.06757557794902193,0.31772377000592766,0.06579727326615294,0.0005927682276229994,0.024896265560165973,0.008298755186721992,0.007113218731475993,0.004149377593360996,0.01956135151155898,0.051570835803200946
BOMI2_01_ostmanpanel_011118KV_resscan2,60,0.04132994689448164,0.012468252135765412,0.0016162549064881089,0.26137150773493417,0.2142692218887093,0.0073885938582313555,0.0069268067420918955,0.07180789655968599,0.004617871161394597,0.021703994458554605,0.0018471484645578389,0.1662433618102055,0.12006465019625952,0.039482798429923804,0.028861694758716232
BOMI2_01_ostmanpanel_011118KV_resscan2,61,0.34316353887399464,0.03418230563002681,0.08512064343163539,0.0596514745308311,0.07707774798927614,0.02613941018766756,0.12801608579088472,0.0918230563002681,0.013404825737265416,0.007372654155495978,0.004021447721179625,0.07573726541554959,0.02680965147453083,0.013404825737265416,0.014075067024128687
BOMI2_01_ostmanpanel_011118KV_resscan2,64,0.49217897417242634,0.006911604219716261,0.1476900691160422,0.012368133866860677,0.09021462349945435,0.0043652237177155325,0.2197162604583485,0.0043652237177155325,0.0003637686431429611,0.0,0.0,0.015278283012004365,0.0014550745725718443,0.0,0.005092761004001455
BOMI2_01_ostmanpanel_011118KV_resscan2,65,0.08211143695014662,0.059628543499511244,0.20104268491365265,0.026392961876832845,0.041707396546106223,0.07950472466601499,0.5034213098729228,0.0013033561420658195,0.00032583903551645487,0.00032583903551645487,0.0,0.0006516780710329097,0.00032583903551645487,0.00032583903551645487,0.002932551319648094
BOMI2_01_ostmanpanel_011118KV_resscan2,66,0.04058839553255244,0.3189866521383819,0.37183328793244347,0.017161536366112777,0.004086080087169709,0.03405066739308091,0.11032416235358213,0.007627349496050122,0.001089621356578589,0.017978752383546716,0.019068373740125308,0.006537728139471534,0.001089621356578589,0.016344320348678835,0.03323345137564696
BOMI2_01_ostmanpanel_011118KV_resscan2,67,0.03545051698670606,0.0004923682914820286,0.0004923682914820286,0.04037419990152634,0.22058099458394878,0.0,0.0034465780403741997,0.22451994091580502,0.022648941408173313,0.0009847365829640572,0.0,0.11225997045790251,0.3210241260462826,0.011324470704086657,0.006400787789266372
BOMI2_01_ostmanpanel_011118KV_resscan2,68,0.023535062439961577,0.0004803073967339097,0.0,0.021133525456292025,0.03025936599423631,0.0,0.0009606147934678194,0.1690682036503362,0.027857829010566763,0.004803073967339097,0.0,0.21133525456292027,0.4000960614793468,0.0393852065321806,0.07108549471661864
BOMI2_01_ostmanpanel_011118KV_resscan2,69,0.17921146953405018,0.04360812425328554,0.13918757467144563,0.03464755077658303,0.08363201911589008,0.027479091995221028,0.3727598566308244,0.008960573476702509,0.004181600955794504,0.004181600955794504,0.013142174432497013,0.0035842293906810036,0.008363201911589008,0.008960573476702509,0.06810035842293907
BOMI2_01_ostmanpanel_011118KV_resscan2,71,0.1894576012223071,0.0,0.0,0.10313216195569137,0.18334606569900688,0.0,0.0,0.12834224598930483,0.02826585179526356,0.0,0.0,0.14056531703590527,0.22077922077922077,0.004583651642475172,0.0015278838808250573
BOMI2_01_ostmanpanel_011118KV_resscan2,72,0.31156716417910446,0.022388059701492536,0.21455223880597016,0.05783582089552239,0.13805970149253732,0.018656716417910446,0.1884328358208955,0.0037313432835820895,0.0018656716417910447,0.0,0.005597014925373134,0.005597014925373134,0.014925373134328358,0.0018656716417910447,0.014925373134328358
BOMI2_01_ostmanpanel_011118KV_resscan2,73,0.023721881390593048,0.0,0.0,0.17096114519427402,0.06216768916155419,0.0,0.00245398773006135,0.10306748466257669,0.0028629856850715747,0.0,0.0,0.4756646216768916,0.15173824130879346,0.00245398773006135,0.0049079754601227
BOMI2_01_ostmanpanel_011118KV_resscan2,74,0.0719836400817996,0.0,0.001226993865030675,0.09325153374233129,0.11738241308793455,0.0028629856850715747,0.013905930470347648,0.09979550102249489,0.008588957055214725,0.0,0.00040899795501022495,0.3378323108384458,0.16114519427402862,0.04008179959100205,0.051533742331288344
BOMI2_01_ostmanpanel_011118KV_resscan2,77,0.2199361475700603,0.0070947144377438804,0.002128414331323164,0.08229868747782902,0.13976587442355445,0.0,0.001064207165661582,0.04611564384533522,0.01915572898190848,0.007804185881518269,0.001064207165661582,0.25221709826179495,0.21177722596665485,0.004256828662646328,0.005321035828307911
BOMI2_01_ostmanpanel_011118KV_resscan2,78,0.10450297366185217,0.015293118096856415,0.23874256584536957,0.004248088360237893,0.038232795242141036,0.011045029736618521,0.16397621070518267,0.027187765505522515,0.008496176720475786,0.002548853016142736,0.01784197111299915,0.06966864910790145,0.09685641461342395,0.045879354290569246,0.1554800339847069
BOMI2_01_ostmanpanel_011118KV_resscan2,79,0.008882309400444115,0.6454478164322723,0.0044411547002220575,0.04293116210214656,0.06439674315321983,0.012583271650629163,0.03182827535159141,0.015544041450777202,0.0007401924500370096,0.11472982975573649,0.0,0.012583271650629163,0.003700962250185048,0.025906735751295335,0.01628423390081421
BOMI2_01_ostmanpanel_011118KV_resscan2,81,0.15861440291704648,0.0009115770282588879,0.0009115770282588879,0.07019143117593436,0.1340018231540565,0.0009115770282588879,0.004557885141294439,0.365542388331814,0.02917046490428441,0.0,0.0,0.09298085688240657,0.13764813126709208,0.0,0.004557885141294439
BOMI2_01_ostmanpanel_011118KV_resscan2,82,0.3426632739609839,0.0033927056827820186,0.090754877014419,0.09669211195928754,0.19083969465648856,0.016963528413910092,0.08481764206955046,0.01102629346904156,0.016115351993214587,0.0,0.005089058524173028,0.0551314673452078,0.04580152671755725,0.022900763358778626,0.017811704834605598
BOMI2_01_ostmanpanel_011118KV_resscan2,83,0.06019221041982802,0.0,0.0,0.03995953464845726,0.03894790085988872,0.0,0.0,0.16337885685381892,0.03793626707132018,0.0005058168942842691,0.0,0.456752655538695,0.19929185634800203,0.0030349013657056147,0.0
BOMI2_01_ostmanpanel_011118KV_resscan2,87,0.11559043881555477,0.026757046022119157,0.0007135212272565109,0.07135212272565108,0.1512665001783803,0.0,0.0024973242953977882,0.06600071352122726,0.01712450945415626,0.023902961113093115,0.00035676061362825543,0.22761327149482696,0.27506243310738493,0.003210845522654299,0.01855155190866928
BOMI2_01_ostmanpanel_011118KV_resscan2,88,0.5131237381021055,0.006633977502163254,0.09374098644361119,0.023363138159792327,0.14912027689645227,0.008364580328814536,0.11191231612344966,0.011825785982117105,0.008076146524372656,0.0005768676088837611,0.0008653014133256418,0.022209402942024805,0.029997115661955582,0.004038073262186328,0.01615229304874531
BOMI2_01_ostmanpanel_011118KV_resscan2,89,0.0005518763796909492,0.9415011037527594,0.0,0.008278145695364239,0.0005518763796909492,0.030353200883002206,0.006622516556291391,0.002207505518763797,0.0,0.004415011037527594,0.0,0.0005518763796909492,0.0,0.004966887417218543,0.0
BOMI2_01_ostmanpanel_011118KV_resscan2,91,0.1956521739130435,0.0014992503748125937,0.011244377811094454,0.05922038980509745,0.12668665667166418,0.0029985007496251873,0.013493253373313344,0.14167916041979012,0.08695652173913043,0.0037481259370314842,0.01199400299850075,0.15142428785607195,0.11319340329835083,0.0074962518740629685,0.0727136431784108
BOMI2_01_ostmanpanel_011118KV_resscan2,92,0.2668187001140251,0.0,0.0034207525655644243,0.011402508551881414,0.42303306727480045,0.0,0.04446978335233751,0.053591790193842644,0.002280501710376283,0.0,0.0,0.08551881413911061,0.09350057012542759,0.012542759407069556,0.0034207525655644243
BOMI2_01_ostmanpanel_011118KV_resscan2,93,0.15749525616698293,0.0,0.0,0.009487666034155597,0.5483870967741935,0.0,0.0,0.05502846299810247,0.009487666034155597,0.0,0.0,0.029411764705882353,0.18975332068311196,0.0,0.0009487666034155598
BOMI2_01_ostmanpanel_011118KV_resscan2,94,0.0846262341325811,0.06676069581570286,0.059708509637987774,0.14245416078984485,0.07428302773859896,0.1922896097790315,0.2059238363892807,0.04090267983074753,0.006582040432534086,0.00846262341325811,0.0028208744710860366,0.023507287259050307,0.019746121297602257,0.03902209685002351,0.032910202162670425
BOMI2_01_ostmanpanel_011118KV_resscan2,95,0.1746641074856046,0.013984096517685769,0.2673430216616397,0.016451878256100904,0.03400054839594187,0.02604880723882643,0.20948724979435152,0.03235536057033178,0.026871401151631478,0.003290375651220181,0.037565122018097065,0.014258294488620784,0.02166163970386619,0.01727447216890595,0.10474362489717576
BOMI2_01_ostmanpanel_011118KV_resscan2,96,0.027144772117962467,0.0006702412868632708,0.0006702412868632708,0.07707774798927614,0.3113270777479893,0.005026809651474531,0.10120643431635389,0.027479892761394103,0.0013404825737265416,0.0,0.0,0.16890080428954424,0.1769436997319035,0.023458445040214475,0.07875335120643431
BOMI2_01_ostmanpanel_011118KV_resscan2,97,0.23948540326571005,0.0628401781296388,0.38743196437407224,0.01979218208807521,0.033151904997525974,0.017318159327065808,0.12815437902028698,0.02028698664027709,0.013854527461652647,0.014844136566056407,0.017812963879267688,0.0034636318654131617,0.002474022761009401,0.007916872835230085,0.031172686788718457
BOMI2_01_ostmanpanel_011118KV_resscan2,98,0.053025577043044295,0.002495321272613849,0.0037429819089207735,0.01372426699937617,0.09669369931378664,0.0012476606363069245,0.051154086088583905,0.33811603243917654,0.002495321272613849,0.0018714909544603868,0.0,0.2794759825327511,0.10729881472239551,0.015595757953836557,0.0330630068621335
BOMI2_01_ostmanpanel_011118KV_resscan2,99,0.03153269578702507,0.016541742052209873,0.06875161540449728,0.026363401395709484,0.03644352545877488,0.02145257172395968,0.501163091238046,0.032049625226156626,0.002067717756526234,0.008270871026104937,0.004910829671749806,0.02791418971310416,0.011113982941328508,0.051692943913155855,0.1597311966916516
BOMI2_01_ostmanpanel_011118KV_resscan2,100,0.07410266306445387,0.1080663836356619,0.34542647626399076,0.0019297568506368198,0.011964492473948282,0.002701659590891548,0.2551138556541876,0.0015438054805094559,0.005403319181783096,0.007719027402547279,0.04206869934388267,0.0034735623311462757,0.007333076032419915,0.0061752219220378235,0.12697800077190274
