ID,PDGFRA-PDGFRB-FAP-SMA+PanEpiMask-,PDGFRA-PDGFRB-FAP+SMA-PanEpiMask-,PDGFRA-PDGFRB-FAP+SMA+PanEpiMask-,PDGFRA-PDGFRB+FAP-SMA-PanEpiMask-,PDGFRA-PDGFRB+FAP-SMA+PanEpiMask-,PDGFRA-PDGFRB+FAP+SMA-PanEpiMask-,PDGFRA-PDGFRB+FAP+SMA+PanEpiMask-,PDGFRA+PDGFRB-FAP-SMA-PanEpiMask-,PDGFRA+PDGFRB-FAP-SMA+PanEpiMask-,PDGFRA+PDGFRB-FAP+SMA-PanEpiMask-,PDGFRA+PDGFRB-FAP+SMA+PanEpiMask-,PDGFRA+PDGFRB+FAP-SMA-PanEpiMask-,PDGFRA+PDGFRB+FAP-SMA+PanEpiMask-,PDGFRA+PDGFRB+FAP+SMA-PanEpiMask-,PDGFRA+PDGFRB+FAP+SMA+PanEpiMask-,Str100_PDGFRA-PDGFRB-FAP-SMA+PanEpiMask-,Str100_PDGFRA-PDGFRB-FAP+SMA-PanEpiMask-,Str100_PDGFRA-PDGFRB-FAP+SMA+PanEpiMask-,Str100_PDGFRA-PDGFRB+FAP-SMA-PanEpiMask-,Str100_PDGFRA-PDGFRB+FAP-SMA+PanEpiMask-,Str100_PDGFRA-PDGFRB+FAP+SMA-PanEpiMask-,Str100_PDGFRA-PDGFRB+FAP+SMA+PanEpiMask-,Str100_PDGFRA+PDGFRB-FAP-SMA-PanEpiMask-,Str100_PDGFRA+PDGFRB-FAP-SMA+PanEpiMask-,Str100_PDGFRA+PDGFRB-FAP+SMA-PanEpiMask-,Str100_PDGFRA+PDGFRB-FAP+SMA+PanEpiMask-,Str100_PDGFRA+PDGFRB+FAP-SMA-PanEpiMask-,Str100_PDGFRA+PDGFRB+FAP-SMA+PanEpiMask-,Str100_PDGFRA+PDGFRB+FAP+SMA-PanEpiMask-,Str100_PDGFRA+PDGFRB+FAP+SMA+PanEpiMask-,Str100+_PDGFRA-PDGFRB-FAP-SMA+PanEpiMask-,Str100+_PDGFRA-PDGFRB-FAP+SMA-PanEpiMask-,Str100+_PDGFRA-PDGFRB-FAP+SMA+PanEpiMask-,Str100+_PDGFRA-PDGFRB+FAP-SMA-PanEpiMask-,Str100+_PDGFRA-PDGFRB+FAP-SMA+PanEpiMask-,Str100+_PDGFRA-PDGFRB+FAP+SMA-PanEpiMask-,Str100+_PDGFRA-PDGFRB+FAP+SMA+PanEpiMask-,Str100+_PDGFRA+PDGFRB-FAP-SMA-PanEpiMask-,Str100+_PDGFRA+PDGFRB-FAP-SMA+PanEpiMask-,Str100+_PDGFRA+PDGFRB-FAP+SMA-PanEpiMask-,Str100+_PDGFRA+PDGFRB-FAP+SMA+PanEpiMask-,Str100+_PDGFRA+PDGFRB+FAP-SMA-PanEpiMask-,Str100+_PDGFRA+PDGFRB+FAP-SMA+PanEpiMask-,Str100+_PDGFRA+PDGFRB+FAP+SMA-PanEpiMask-,Str100+_PDGFRA+PDGFRB+FAP+SMA+PanEpiMask-
13,0.008650519,0.0798731257,0.0490196078,0.0049019608,0.005478662099999999,0.0446943483,0.051038062300000006,0.1167820069,0.0051903114000000005,0.0775663206,0.0250865052,0.1381199539,0.030565167200000007,0.2595155709,0.1035178777,0.0064981949,0.0,0.0,0.0072202166,0.0108303249,0.0,0.0007220217,0.4079422383,0.0129963899,0.0,0.0,0.2339350181,0.2714801444,0.00433213,0.0440433213,0.011437096,0.0726006962,0.0566882148,0.0054699155,0.008950770799999999,0.0387866733,0.0417702636,0.1193436101,0.008453505699999999,0.0800596718,0.0273495773,0.1282943809,0.0382894083,0.2690203879,0.09348582789999997
14,0.0293236891,0.1371060647,0.4617095706,0.0014561363,0.0058513402,0.0610066459,0.2931920793,0.0004227734,0.0001476233,0.0005636979,0.0022815866,0.0,0.0001476233,0.0012683202,0.0055228493,0.0301483658,0.0,0.0009794319,0.1813212658,0.2290510393,0.0242512182,0.17126878760000006,0.0574938634,0.0053004196,0.0006172840000000001,0.0,0.2206049504,0.0519878841,0.0031934318,0.0237820583,0.0532286639,0.0998356797,0.5025324051,0.0009861933,0.0096089411,0.0291994154,0.2947119511,0.0006877579,0.0003287311,0.0,0.002032978,0.0,0.0003287311,0.0,0.0065185523
15,0.0436534982,0.0216057606,0.0251870141,0.0205653589,0.0386977785,0.0616103662,0.4336951763,0.0210285055,0.0064350005,0.007253380899999998,0.0049980586,0.0205865284,0.0208075169,0.044339698600000005,0.2295363578,0.0306981547,0.027512289,0.0270864773,0.0200054274,0.0240396071,0.0769428486,0.3977059119,0.026624262000000003,0.0066563413,0.0098080097,0.0060904309,0.0255277417,0.0187290955,0.0572209279,0.245352475,0.0828082462,0.006591947,0.0204838851,0.0203082462,0.0826929832,0.0192489242,0.5024369895,0.011476903500000002,0.007003600600000001,0.0006476683999999999,0.0021186441,0.008595328000000001,0.0281351541,0.0079476596,0.1995038201
16,0.2432717678,0.0158311346,0.0131926121,0.0939313984,0.3145118734,0.0105540897,0.0459102902,0.0765171504,0.0316622691,0.0005277045,0.0,0.054353562,0.0939313984,0.001055409,0.0047493404,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1873905429,0.0,0.0052539405,0.1138353765,0.350262697,0.003502627,0.0122591944,0.1278458844,0.0227670753,0.0,0.0,0.0875656743,0.0875656743,0.0,0.0017513135
17,0.048136646,0.0,0.0,0.1125776398,0.0326086957,0.0,0.0,0.147515528,0.0279503106,0.0,0.0,0.439699793,0.1909937888,0.0002587992,0.0002587992,0.0162802589,0.0,0.0,0.120268919,0.0168847025,0.0,0.0,0.2086805574,0.0143721397,0.0,0.0,0.5124887188,0.110396563,0.00031407040000000003,0.00031407040000000003,0.099677153,0.0,0.0,0.0870325599,0.0471901069,0.0,0.0,0.0520609237,0.0479151069,0.0,0.0,0.271565793,0.3945583566,0.0,0.0
18,0.1185266229,0.08096280089999999,0.0671043034,0.0528811087,0.056892779,0.08533916849999999,0.0970094821,0.0747629468,0.0616338439,0.0335521517,0.0131291028,0.0692924872,0.08096280089999999,0.0627279358,0.0452224654,0.2275249723,0.0088790233,0.5194228635,0.005549389599999999,0.0654827969,0.005549389599999999,0.1476137625,0.0044395117,0.0033296337,0.0,0.0044395117,0.0,0.0011098779,0.0,0.0066592675,0.085125448,0.0663082437,0.017921147,0.0707885305,0.0672043011,0.126344086,0.0510752688,0.1254480287,0.0340501792,0.0349462366,0.0017921147,0.1200716846,0.0949820789,0.07974910389999999,0.0241935484
19,0.2671021429,0.020608985,0.4919374788000001,0.0086314658,0.0522703361,0.0038127529,0.1149218485,0.0071843677,0.0121160449,0.0011700468,0.008354414499999999,0.0007800312,0.0028686348,0.0,0.0082414502,0.4563307662,0.0128638559,0.0101509812,0.195816473,0.1684767002,0.0022429622,0.0081473263,0.0763499108,0.0402319105,0.0,0.0,0.0159313406,0.0100356785,0.0030674847,0.0003546099,0.483106576,0.0017006803,0.3548752834,0.0128117914,0.0418367347,0.0,0.0529478458,0.0017006803,0.025510204100000003,0.0017006803,0.0153061224,0.0017006803,0.0017006803,0.0,0.0051020408
20,0.092356387,0.0054504441,0.0117157974,0.0479851663,0.0797666289,0.0117453231,0.038595994,0.1092864229,0.0688657407,0.0054268235,0.0122413549,0.16787722030000002,0.2308378212,0.0275002362,0.0903486395,0.1012507852,0.005892041999999999,0.0130953369,0.0417724433,0.0819753248,0.0113393818,0.043278056900000014,0.1174795848,0.0746279891,0.0050986648,0.0127592419,0.1575417802,0.212084997,0.0279694827,0.0938348886,0.0200080032,0.0017006803,0.0,0.1081432573,0.050220088,0.0166066427,0.0,0.0679271709,0.0183073229,0.0115046018,0.0098039216,0.27030812320000003,0.3106242497,0.0330132053,0.0818327331
22,0.0444848604,0.0014684007000000002,0.001038961,0.0166926526,0.0521818361,0.0002597403,0.0063186159,0.3029427086,0.0428259955,0.0,0.0015584416,0.1931900078,0.2991502502,0.0031065007,0.0347810288,0.0352601763,0.0220336419,0.0085868416,0.1827844193,0.0469009533,0.0379188481,0.0215025738,0.27319121350000003,0.030413739300000006,0.007215275,0.0031836649,0.2188925408,0.0739378051,0.021431634100000003,0.0167466731,0.116781683,0.0149253731,0.0017921147,0.0107526882,0.0483870968,0.0,0.0125448029,0.3621409084,0.08602150539999999,0.0,0.0035842294,0.1012143583,0.2122987214,0.0,0.0295565185
23,0.0411515275,0.2146959285,0.2835183572,0.021450704,0.0357593706,0.0389394387,0.1700136074,0.08578115189999999,0.0046382433,0.0250837291,0.0184909081,0.0164091556,0.0109611403,0.0104274988,0.0226792389,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0512810913,0.1934117089,0.2895965155,0.0333657818,0.0428819249,0.0324734484,0.1405393937,0.09441262,0.0057471264,0.0344203577,0.0174660227,0.017241379299999998,0.0125800292,0.01529447,0.0192881301
24,0.3104093619,0.0121949028,0.0121432873,0.0228339957,0.240374732,0.0084757471,0.0263890514,0.050411889800000005,0.077722453,0.0005240326,0.0022269665,0.0296181262,0.1857997179,0.0037651125,0.0171106235,0.2846387708,0.08682032,0.061055648,0.0825527413,0.0940664736,0.0520120786,0.0550984984,0.1240165568,0.0300579281,0.0028895599,0.003327787,0.039863259500000005,0.063964038,0.0117550995,0.007881240500000001,0.3125369734,0.0027034531,0.005697594,0.0150845998,0.2590762021,0.0032009656,0.0231125126,0.0406756083,0.08401415470000001,0.0002382733,0.0020305647,0.0285313184,0.2020591802,0.0028383141,0.0182002856
25,0.039383992,0.2628005332,0.1965595296,0.0154217548,0.008803222900000001,0.1093236743,0.2140445193,0.028184117,0.008546009399999999,0.0250057377,0.0302408577,0.0024656707,0.0013756051,0.0119272302,0.045917546,0.0394799787,0.2988639838,0.1853662101,0.0151601519,0.0098224041,0.1306163912,0.1953315628,0.0240636517,0.0074720683999999985,0.0238586055,0.017173638600000003,0.0014680531,0.0014204626,0.0114588818,0.0384439557,0.035949451,0.2059778251,0.2252343943,0.0137359672,0.0081729583,0.0697245867,0.2524094806,0.0337789909,0.0085237787,0.0274680792,0.0470600481,0.0048305268,0.0014880952,0.0115038243,0.0541419936
27,0.0461730439,0.0236151467,0.0089523808,0.1530770665,0.0488116972,0.0319281279,0.020218508,0.2762527684,0.0449886612,0.0067984844,0.004018943,0.2105351995,0.0876000094,0.0209817005,0.0160482627,0.1538461538,0.0769230769,0.0,0.1538461538,0.3076923077,0.0,0.0,0.2307692308,0.0,0.0769230769,0.0,0.0,0.0,0.0,0.0,0.0743571844,0.025384592,0.0095876594,0.08438727929999999,0.055978016,0.018567116,0.016720327099999998,0.2818746191,0.0807765852,0.005202995,0.0060213256,0.1890553827,0.1188342116,0.019070255,0.014182451499999997
28,0.0377261132,0.1590855967,0.2224060785,0.0055332433,0.0118670469,0.020549407,0.0712138304,0.0666811719,0.0346121048,0.0720259394,0.0970373265,0.0190189649,0.026794978,0.0467438494,0.1087043489,0.0379727641,0.1649561177,0.2228116871,0.006004256800000001,0.012022747,0.0215453626,0.0750876989,0.0662012017,0.0361454291,0.068445134,0.08669165890000001,0.0172830409,0.0286899246,0.0494628577,0.1066801189,0.031818181800000005,0.0944055944,0.2202797203,0.0,0.0090909091,0.0090909091,0.0258741259,0.0716783217,0.0167832168,0.1146853147,0.2118881119,0.0398601399,0.0045454545,0.0167832168,0.1332167832
29,0.1608333333,0.0808333333,0.2566666667,0.065,0.0475,0.0575,0.135,0.0566666667,0.0266666667,0.015,0.0225,0.0266666667,0.01,0.02,0.0191666667,0.0589239966,0.008539709599999999,0.0051238258000000005,0.008112724200000001,0.005977796800000001,0.0004269855,0.0004269855,0.6981212639,0.0871050384,0.0055508113,0.0034158839,0.07899231429999999,0.0375747225,0.000853971,0.000853971,0.1173333333,0.0906666667,0.3013333333,0.048,0.0373333333,0.0293333333,0.0666666667,0.112,0.048,0.008,0.0186666667,0.0586666667,0.008,0.0346666667,0.0213333333
30,0.0293393881,0.0377256214,0.018501912,0.0329139579,0.0333260038,0.1537810707,0.3623718929,0.0217361377,0.0046912046,0.0036768642,0.0025736138,0.044809751399999986,0.0313833652,0.0888852772,0.1342839388,0.0292245803,0.0282208917,0.0155872447,0.0379931573,0.037653694,0.1501577034,0.3710493959,0.0189257458,0.0035055597,0.0030444777,0.0027558003,0.042355394000000005,0.0336723511,0.08924943869999999,0.1366045654,0.039629505,0.0493646139,0.0180840665,0.008797654,0.0199269266,0.17272406780000002,0.2581045783,0.08538852300000001,0.0245901639,0.0111292726,0.0004887586,0.0729051488,0.035230678,0.0851241126,0.1185119305
32,0.6212770627,0.0019946354,0.0,0.0085801638,0.005432638199999999,0.0,0.0,0.1981017144,0.1059133348,0.0011025358,0.0,0.0406273557,0.0169705592,0.0,0.0,0.201863354,0.0,0.0,0.1925465839,0.0683229814,0.0,0.0,0.2919254658,0.0248447205,0.0,0.0,0.1708074534,0.049689441,0.0,0.0,0.5027605245000001,0.007246376800000002,0.0,0.007246376800000002,0.0,0.0,0.0,0.268115942,0.0838509317,0.0,0.0,0.060731539,0.0700483092,0.0,0.0
33,0.1284946237,0.0032258065,0.002688172,0.0306451613,0.0543010753,0.0032258065,0.0048387097,0.2569892473,0.2188172043,0.0021505376,0.002688172,0.08924731179999999,0.188172043,0.0069892473,0.0075268817000000016,0.4623733719,0.001447178,0.005065123,0.1707670043,0.0824891462,0.002894356,0.008683068,0.1273516643,0.0672937771,0.0,0.000723589,0.0499276411,0.018089725,0.000723589,0.002170767,0.14108252,0.0053238687,0.0044365572,0.0408163265,0.06743566990000001,0.0053238687,0.0053238687,0.2821650399,0.1641526176,0.0035492458,0.0026619343,0.1109139308,0.14995563439999998,0.0088731145,0.007985803
34,0.0602660017,0.0099750623,0.0033250208,0.1895261845,0.1874480466,0.0407315046,0.0710723192,0.0822942643,0.0174563591,0.002078138,0.0008312552,0.2219451372,0.0860349127,0.0095594347,0.0174563591,0.0644048304,0.0132259919,0.004600345,0.1817136285,0.1684876366,0.0563542266,0.0966072455,0.0994824612,0.0189764232,0.0028752156,0.0011500863,0.19378953420000006,0.0632547441,0.0120759057,0.0230017251,0.0494752624,0.0014992504,0.0,0.2098950525,0.2368815592,0.0,0.0044977511,0.0374812594,0.0134932534,0.0,0.0,0.2953523238,0.1454272864,0.0029985007,0.0029985007
35,0.1993957704,0.0,0.0,0.1903323263,0.0664652568,0.0,0.0,0.2990936556,0.0241691843,0.0,0.0,0.1722054381,0.0483383686,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1111111111,0.0,0.0,0.1111111111,0.0,0.0,0.0,0.5555555556,0.0,0.0,0.0,0.2222222222,0.0,0.0,0.0
36,0.1847444638,0.0083290392,0.0066754532,0.1022514666,0.1667551926,0.003842622,0.0072310528,0.056277416600000005,0.1198678056,0.0029481132,0.0007861635,0.0993789969,0.2333693383,0.0028328312,0.0047100444,0.1866531779,0.0083058424,0.0068185092,0.1017333902,0.168199598,0.0037241048,0.007382569100000002,0.0533388074,0.1214618765,0.0030132583,0.0008035356,0.09476775,0.2362952738,0.0026926366,0.0048096703,0.0962121212,0.0090909091,0.0,0.1234848485,0.0962121212,0.0090909091,0.0,0.1950757576,0.0454545455,0.0,0.0,0.3200757576,0.0962121212,0.0090909091,0.0
38,0.12570497949999998,0.0353697186,0.008853414300000001,0.14465137179999998,0.1708343871,0.0645276869,0.0452397895,0.1385725084,0.0118487289,0.0066207707,0.0015142682,0.1606235256,0.0362427716,0.035414014300000005,0.0139820645,0.0872900922,0.051344652699999986,0.0127474319,0.1375006573,0.1077371307,0.090410327,0.0561128399,0.1776466427,0.0095662503,0.0097777714,0.0021988633,0.1713751022,0.0239532694,0.0466899937,0.0156489754,0.1541189235,0.0125645029,0.0048691418,0.1863002461,0.2132022546,0.0198682156,0.0354759321,0.0638677922,0.012477175900000002,0.0015216067999999998,0.0003043214,0.2039985181,0.0500410172,0.0303474556,0.0110428961
39,0.0725030251,0.00584857,0.0003866976,0.165369657,0.2302861316,0.0634831648,0.0565725641,0.1774590452,0.015829931999999998,0.0018126065,0.0002658161,0.074216336,0.0938194992,0.0195266871,0.0226202679,0.0669345818,0.031421166800000004,0.0264860493,0.0267591285,0.060655074800000014,0.011738463700000002,0.17792155280000002,0.4366115082,0.0186008896,0.0083131587,0.011120097,0.0306360643,0.0165790538,0.0026283866,0.0735948241,0.026719628,0.0025188917000000003,0.0,0.1927436543,0.1218562294,0.064861461,0.016372796000000002,0.3597752374,0.0197926758,0.0,0.0,0.1081379578,0.068959504,0.0107052897,0.0075566751
40,0.08689194210000001,0.0,0.0,0.29149647230000003,0.1997772001,0.0003713331,0.0014853323,0.07500928330000001,0.0167099889,0.0,0.0,0.2272558485,0.0984032677,0.0014853323,0.0011139993,0.0617977528,0.0,0.0,0.3606741573,0.1853932584,0.0,0.004494382,0.0921348315,0.025842696600000003,0.0,0.0,0.1550561798,0.1123595506,0.0,0.002247191,0.0992789795,0.0,0.0,0.257348863,0.2068774265,0.0005546312,0.0,0.0665557404,0.0122018857,0.0,0.0,0.2628951747,0.0915141431,0.0022185247,0.0005546312
41,0.17577343260000006,0.001921845,0.0023406054,0.0627472726,0.0932722549,0.0045827579,0.0054202788,0.1321434742,0.0426939846,0.0010593755,0.0014781359,0.2920329815,0.1676321496,0.012639001100000002,0.004262450399999999,0.1856483556,0.0035211268,0.0039510494,0.068274436,0.08723846369999999,0.008059030600000001,0.0089188758,0.1303942168,0.0411353186,0.0010167771,0.0020335541,0.2877151127,0.1465107642,0.0186975969,0.0068853217000000005,0.0613540197,0.0,0.0,0.0232722144,0.0879703353,0.0,0.0,0.1636789663,0.038696028,0.0007052186,0.0,0.3345921107,0.2869102325,0.0021156559,0.0007052186
42,0.2487750586,0.115261716,0.2519335634,0.0347422355,0.0357472142,0.0957838308,0.0860132768,0.0219409394,0.0171122995,0.0074378968,0.0334303627,0.0042293406,0.0072271542,0.0300914096,0.010273702,0.2476096353,0.1156447275,0.2510819546,0.0351355658,0.0350279295,0.0961443836,0.0875865983,0.0219633981,0.017026106699999998,0.0076673394999999984,0.0333994062,0.0042621182,0.0067251724,0.0301241871,0.0106014773,0.4545454545000001,0.0181818182,0.3454545455,0.0,0.0545454545,0.0,0.0,0.0181818182,0.0363636364,0.0,0.0545454545,0.0,0.0181818182,0.0,0.0
