glass,spot,PDGFRA-PDGFRB-FAP-SMA+PanEpiMask-,PDGFRA-PDGFRB-FAP+SMA-PanEpiMask-,PDGFRA-PDGFRB-FAP+SMA+PanEpiMask-,PDGFRA-PDGFRB+FAP-SMA-PanEpiMask-,PDGFRA-PDGFRB+FAP-SMA+PanEpiMask-,PDGFRA-PDGFRB+FAP+SMA-PanEpiMask-,PDGFRA-PDGFRB+FAP+SMA+PanEpiMask-,PDGFRA+PDGFRB-FAP-SMA-PanEpiMask-,PDGFRA+PDGFRB-FAP-SMA+PanEpiMask-,PDGFRA+PDGFRB-FAP+SMA-PanEpiMask-,PDGFRA+PDGFRB-FAP+SMA+PanEpiMask-,PDGFRA+PDGFRB+FAP-SMA-PanEpiMask-,PDGFRA+PDGFRB+FAP-SMA+PanEpiMask-,PDGFRA+PDGFRB+FAP+SMA-PanEpiMask-,PDGFRA+PDGFRB+FAP+SMA+PanEpiMask-
BOMI1_1_ostmanpanel_1-ImageExport-01,14,0.5140607424,0.0584926884,0.0539932508,0.0776152981,0.062992126,0.0438695163,0.0416197975,0.0674915636,0.0472440945,0.0011248594,0.0089988751,0.0044994376,0.0101237345,0.0078740157,0
BOMI1_1_ostmanpanel_1-ImageExport-01,15,0.0525912688,0,0,0.1273934133,0.1858565228,0.0007658923,0.0117436814,0.0155731427,0.0132754659,0,0.0002552974,0.3558846056,0.2277253,0.0007658923,0.0081695175
BOMI1_1_ostmanpanel_1-ImageExport-01,16,0.0255754476,0,0,0.3631713555,0.0792838875,0,0,0.1969309463,0.0076726343,0,0,0.2710997442,0.0562659847,0,0
BOMI1_1_ostmanpanel_1-ImageExport-01,17,0.1402586904,0,0,0.3120452708,0.2158447858,0,0.0008084074,0.023039612,0.015763945,0,0,0.2174616006,0.074777688,0,0
BOMI1_1_ostmanpanel_1-ImageExport-01,18,0.0293914246,0,0,0.1690871369,0.3959197787,0,0.0038035961,0.0082987552,0.0096818811,0,0,0.1237897649,0.2586445367,0,0.0013831259
BOMI1_1_ostmanpanel_1-ImageExport-01,19,0.0784641068,0.0008347245,0,0.2170283806,0.1469115192,0,0,0.0434056761,0.0375626043,0,0,0.2520868114,0.223706177,0,0
BOMI1_1_ostmanpanel_1-ImageExport-01,20,0.0868919421,0,0,0.2914964723,0.1997772001,0.0003713331,0.0014853323,0.0750092833,0.0167099889,0,0,0.2272558485,0.0984032677,0.0014853323,0.0011139993
BOMI1_1_ostmanpanel_1-ImageExport-01,21,0.1587301587,0.0690943044,0.4733893557,0.0084033613,0.0093370682,0.0056022409,0.1148459384,0.0130718954,0.035480859,0.0084033613,0.0662931839,0.0037348273,0.0056022409,0.0009337068,0.0270774977
BOMI1_1_ostmanpanel_1-ImageExport-01,22,0.0033230477,0.0213624496,0.0004747211,0.1913126038,0.1037265606,0.3921196297,0.1519107524,0.011630667,0,0.0011868028,0.0002373606,0.0154284358,0.0102065037,0.0714455258,0.0256349395
BOMI1_1_ostmanpanel_1-ImageExport-01,23,0.0739016584,0.0037823683,0.0043642712,0.0192027931,0.3811463486,0.0139656677,0.4783241199,0.0005819028,0.0011638056,0,0,0.0011638056,0.0101832994,0.0002909514,0.0119290079
BOMI1_1_ostmanpanel_1-ImageExport-01,24,0.3862982153,0.0011514105,0.0247553253,0.0172711572,0.1462291307,0.0034542314,0.0460564191,0.0569948187,0.1433506045,0,0.0046056419,0.0454807139,0.0967184801,0.0057570524,0.0218767991
BOMI1_1_ostmanpanel_1-ImageExport-01,25,0.1422310757,0.0378486056,0.1390438247,0.0490039841,0.1059760956,0.0438247012,0.2569721116,0.015936255,0.038247012,0.0059760956,0.0314741036,0.0059760956,0.0231075697,0.009561753,0.0948207171
BOMI1_1_ostmanpanel_1-ImageExport-01,26,0.0411985019,0.0032102729,0.001070091,0.304975923,0.2081326913,0.2070626003,0.1856607812,0.0074906367,0.001070091,0,0,0.0112359551,0.0107009096,0.0048154093,0.013376137
BOMI1_1_ostmanpanel_1-ImageExport-01,27,0.3309957924,0.0546984572,0.1556802244,0.0392706872,0.2019635344,0.0210378682,0.1079943899,0.0168302945,0.0280504909,0.0028050491,0.0112201964,0.0014025245,0.0224403927,0,0.0056100982
BOMI1_1_ostmanpanel_1-ImageExport-01,28,0.0364173228,0,0,0.3336614173,0.374015748,0.000984252,0,0.0226377953,0.0049212598,0,0,0.1141732283,0.1131889764,0,0
BOMI1_1_ostmanpanel_1-ImageExport-01,29,0.6634050881,0.0009784736,0.0048923679,0.0283757339,0.0753424658,0.0009784736,0.0254403131,0.0430528376,0.095890411,0,0,0.0107632094,0.0440313112,0,0.0068493151
BOMI1_1_ostmanpanel_1-ImageExport-01,30,0.5412679426,0.0017942584,0.0807416268,0.0122607656,0.0170454545,0.0002990431,0.0203349282,0.1031698565,0.1285885167,0.0008971292,0.0122607656,0.0415669856,0.023923445,0.0008971292,0.0149521531
BOMI1_1_ostmanpanel_1-ImageExport-01,31,0.0874831763,0.1204576043,0.133243607,0.0195154778,0.0740242261,0.0504710633,0.0935397039,0.1312247645,0.0336473755,0.034320323,0.0262449529,0.0572005384,0.0477792732,0.0518169583,0.0390309556
BOMI1_1_ostmanpanel_1-ImageExport-01,32,0.0455235205,0.0128983308,0.0151745068,0.0614567527,0.1631259484,0.1016691958,0.5576631259,0.0030349014,0,0,0,0.002276176,0.0091047041,0.0015174507,0.0265553869
BOMI1_1_ostmanpanel_1-ImageExport-01,33,0.0212621579,0.0031667044,0.0006785795,0.0230717032,0.2888486768,0.0162859082,0.6143406469,0.0006785795,0.0004523863,0.0002261932,0,0.0006785795,0.0052024429,0.0009047727,0.0242026691
BOMI1_1_ostmanpanel_1-ImageExport-01,34,0.3632538569,0,0.0119214586,0.0189340813,0.1949509116,0.0014025245,0.0792426367,0.0434782609,0.0701262272,0,0.0007012623,0.0441795231,0.1269284712,0.0049088359,0.0399719495
BOMI1_1_ostmanpanel_1-ImageExport-01,35,0.1203377903,0.039408867,0.1294862773,0.0204081633,0.0900774103,0.0161857847,0.2505277973,0.0197044335,0.0253342716,0.0056298381,0.0274454609,0.0077410274,0.0380014075,0.0197044335,0.1900070373
BOMI1_1_ostmanpanel_1-ImageExport-01,36,0.1936026936,0.0134680135,0.0101010101,0.1952861953,0.3720538721,0.0471380471,0.1262626263,0.0084175084,0.0084175084,0,0,0.0050505051,0.0117845118,0.0016835017,0.0067340067
BOMI1_1_ostmanpanel_1-ImageExport-01,37,0.5992063492,0.0105820106,0.0806878307,0.0171957672,0.1203703704,0.0066137566,0.044973545,0.0145502646,0.0634920635,0,0.0092592593,0.0026455026,0.0224867725,0,0.0079365079
BOMI1_1_ostmanpanel_1-ImageExport-01,38,0.0784543326,0.0011709602,0,0.1206088993,0.3138173302,0.0011709602,0.0210772834,0.056206089,0.0199063232,0,0,0.1557377049,0.2306791569,0.0011709602,0
BOMI1_1_ostmanpanel_1-ImageExport-01,39,0.5516561514,0,0.0031545741,0.0276025237,0.2531545741,0.0003943218,0.0201104101,0.018533123,0.0571766562,0,0,0.00670347,0.0512618297,0,0.0102523659
BOMI1_1_ostmanpanel_1-ImageExport-01,40,0.3151315789,0.0052631579,0.0296052632,0.0322368421,0.0190789474,0.0065789474,0.0131578947,0.2907894737,0.1263157895,0.0059210526,0.0138157895,0.0980263158,0.0243421053,0.0032894737,0.0164473684
BOMI1_1_ostmanpanel_1-ImageExport-01,41,0.0240811153,0.0006337136,0.0019011407,0.1653992395,0.0589353612,0.010139417,0.0050697085,0.0538656527,0.0145754119,0,0,0.4207858048,0.2249683143,0.0126742712,0.0069708492
BOMI1_1_ostmanpanel_1-ImageExport-01,42,0.0733096085,0.1017793594,0.0846975089,0.0135231317,0.024911032,0.0768683274,0.1024911032,0.0725978648,0.0676156584,0.0640569395,0.040569395,0.0441281139,0.0555160142,0.0725978648,0.1053380783
BOMI1_1_ostmanpanel_1-ImageExport-01,43,0.0195236236,0.0003904725,0,0.028114018,0.2901210465,0.0035142522,0.2206169465,0.0285044904,0.0027333073,0.0003904725,0,0.0601327606,0.2229597813,0.0039047247,0.1190941039
BOMI1_1_ostmanpanel_1-ImageExport-01,44,0.0695538058,0.0039370079,0.0026246719,0.1522309711,0.1706036745,0.0091863517,0.0249343832,0.0971128609,0.0419947507,0,0,0.2375328084,0.1640419948,0.0065616798,0.0196850394
BOMI1_1_ostmanpanel_1-ImageExport-01,45,0.0252652855,0.0186963113,0.066195048,0.0323395654,0.0439615968,0.0530570995,0.5735219808,0.00353714,0.0025265285,0.0015159171,0.0025265285,0.0106114199,0.015664477,0.0141485599,0.1364325417
BOMI1_1_ostmanpanel_1-ImageExport-01,46,0.0037593985,0.0006265664,0,0.0476190476,0.0338345865,0.0043859649,0.0137844612,0.10839599,0.0062656642,0.0018796992,0.0018796992,0.3796992481,0.2487468672,0.0883458647,0.0607769424
BOMI1_1_ostmanpanel_1-ImageExport-01,47,0.4803827751,0.0066985646,0.0076555024,0.0248803828,0.1301435407,0.0019138756,0.0038277512,0.0459330144,0.1502392344,0.0009569378,0.0076555024,0.0200956938,0.1177033493,0,0.0019138756
BOMI1_1_ostmanpanel_1-ImageExport-01,48,0.4095238095,0,0,0.0095238095,0.2476190476,0,0,0.0952380952,0.1142857143,0,0,0,0.1238095238,0,0
BOMI1_1_ostmanpanel_1-ImageExport-01,49,0.2156635802,0,0,0.1327160494,0.6161265432,0.0007716049,0.0030864198,0,0.0042438272,0,0,0.0050154321,0.0223765432,0,0
BOMI1_1_ostmanpanel_1-ImageExport-01,50,0.2816836263,0,0,0.0869565217,0.1197964847,0,0,0.2201665125,0.0513413506,0,0,0.1679000925,0.0721554117,0,0
BOMI1_1_ostmanpanel_1-ImageExport-01,51,0.1209090909,0,0,0.0690909091,0.1081818182,0,0,0.2,0.0809090909,0,0,0.1909090909,0.23,0,0
BOMI1_1_ostmanpanel_1-ImageExport-01,52,0.0660776028,0.0664617749,0.0261237034,0.028044564,0.0276603919,0.0595466769,0.0580099885,0.1767191702,0.0426431041,0.0653092585,0.014214368,0.0910487899,0.0672301191,0.1333077219,0.077602766
BOMI1_1_ostmanpanel_1-ImageExport-01,53,0.0591117917,0.0003062787,0.0003062787,0.0321592649,0.5007656968,0.0024502297,0.1883614089,0.0125574273,0.0027565084,0,0,0.0343032159,0.1289433384,0.0045941807,0.0333843798
BOMI1_1_ostmanpanel_1-ImageExport-01,54,0.1116022099,0,0.0044198895,0.1414364641,0.2386740331,0.0099447514,0.0486187845,0.0364640884,0.0419889503,0.0011049724,0,0.1071823204,0.2331491713,0.0154696133,0.0099447514
BOMI1_1_ostmanpanel_1-ImageExport-01,55,0.057936029,0.0283645142,0.0856970428,0.0850935425,0.0935425468,0.0494870247,0.2371756186,0.0368135184,0.0229330115,0.0084490042,0.0217260109,0.0325890163,0.0386240193,0.0464695232,0.1550995775
BOMI1_1_ostmanpanel_1-ImageExport-01,56,0.0956072351,0.0025839793,0.0020671835,0.0899224806,0.1736434109,0.0217054264,0.0397932817,0.084754522,0.0728682171,0.0015503876,0.0015503876,0.1829457364,0.1901808786,0.019121447,0.0217054264
BOMI1_1_ostmanpanel_1-ImageExport-01,57,0.4492307692,0.0192307692,0.0230769231,0.0161538462,0.0453846154,0,0.0023076923,0.1076923077,0.1369230769,0.0038461538,0.0146153846,0.0707692308,0.1007692308,0.0061538462,0.0038461538
BOMI1_1_ostmanpanel_1-ImageExport-01,58,0.7237668161,0.000896861,0.000896861,0.0807174888,0.1165919283,0.0089686099,0.0322869955,0.0098654709,0.0152466368,0,0,0.0044843049,0.0062780269,0,0
BOMI1_1_ostmanpanel_1-ImageExport-01,59,0.2231255646,0,0,0.3026196929,0.216802168,0,0,0.0334236676,0.0108401084,0,0,0.189701897,0.0234869015,0,0
BOMI1_1_ostmanpanel_1-ImageExport-01,60,0.378280543,0,0,0.0769230769,0.1167420814,0,0,0.1113122172,0.1104072398,0,0,0.07239819,0.1339366516,0,0
BOMI1_1_ostmanpanel_1-ImageExport-01,61,0.0954773869,0.1775544389,0.0067001675,0.3400335008,0.0469011725,0.0318257956,0.0050251256,0.2328308208,0.0067001675,0.0201005025,0.0016750419,0.02680067,0.0067001675,0.0016750419,0
BOMI1_1_ostmanpanel_1-ImageExport-01,62,0.2189992748,0.076142132,0.2211747643,0.0652646846,0.0775924583,0.0326323423,0.1036983321,0.0406091371,0.026831037,0.0239303843,0.0406091371,0.0188542422,0.0137781001,0.0087019579,0.031182016
BOMI1_1_ostmanpanel_1-ImageExport-01,63,0.2650120096,0.0116092874,0.0176140913,0.142113691,0.1357085669,0.0216172938,0.029623699,0.0668534828,0.0248198559,0.0008006405,0.0008006405,0.1793434748,0.0880704564,0.0096076861,0.0064051241
BOMI1_1_ostmanpanel_1-ImageExport-01,64,0.1672253259,0.0022346369,0.0208566108,0.0234636872,0.2372439479,0.0208566108,0.4108007449,0.0011173184,0.0100558659,0,0.0011173184,0.0018621974,0.0417132216,0.0033519553,0.0581005587
BOMI1_1_ostmanpanel_1-ImageExport-01,65,0.2429775281,0.0028089888,0.0168539326,0.0407303371,0.0786516854,0.0056179775,0.0308988764,0.0463483146,0.2247191011,0.0028089888,0.0126404494,0.0547752809,0.1699438202,0.0168539326,0.0533707865
BOMI1_1_ostmanpanel_1-ImageExport-01,66,0.1866859624,0.2301013025,0.2402315485,0.011577424,0.015918958,0.0709117221,0.1259044863,0.017366136,0.023154848,0.01447178,0.0260492041,0,0.00723589,0.013024602,0.017366136
BOMI1_1_ostmanpanel_1-ImageExport-01,67,0.3278198485,0,0.0017935432,0.0129533679,0.1223595058,0.0001992826,0.002391391,0.094061379,0.174770825,0.0001992826,0.002391391,0.0430450379,0.2080510163,0.0007971303,0.0091669988
BOMI1_1_ostmanpanel_1-ImageExport-01,68,0.0184033178,0.0046656299,0.0194401244,0.0064800415,0.0150336962,0.0041472265,0.0282529808,0.1114567133,0.066874028,0.010627268,0.0360290306,0.2055469155,0.177812338,0.0520995334,0.243131156
BOMI1_1_ostmanpanel_1-ImageExport-01,69,0.0949839915,0,0,0.2401280683,0.1462113127,0,0,0.1067235859,0.014941302,0,0,0.3191035219,0.0779082177,0,0
BOMI1_1_ostmanpanel_1-ImageExport-01,70,0.0769230769,0,0,0.1428571429,0.1318681319,0,0,0.3296703297,0.0769230769,0,0,0.1758241758,0.0659340659,0,0
BOMI1_1_ostmanpanel_1-ImageExport-01,71,0.0194384449,0.1501079914,0.005399568,0.2257019438,0.0075593952,0.0485961123,0,0.4125269978,0.0021598272,0.0507559395,0,0.0539956803,0,0.0237580994,0
BOMI1_1_ostmanpanel_1-ImageExport-01,72,0.2419127989,0.064697609,0.1603375527,0.123769339,0.1181434599,0.0196905767,0.0407876231,0.0450070323,0.0492264416,0.0126582278,0.029535865,0.0253164557,0.0450070323,0.0070323488,0.0168776371
BOMI1_1_ostmanpanel_1-ImageExport-01,73,0.309024309,0.003996004,0.0213120213,0.1062271062,0.1162171162,0.003996004,0.04995005,0.0316350316,0.0173160173,0,0.0006660007,0.2074592075,0.1148851149,0.0013320013,0.015984016
BOMI1_1_ostmanpanel_1-ImageExport-01,74,0.0588235294,0,0.0062745098,0.0407843137,0.36,0.0164705882,0.2470588235,0.0062745098,0.0180392157,0,0,0.0250980392,0.1458823529,0.0078431373,0.0674509804
BOMI1_1_ostmanpanel_1-ImageExport-01,75,0.1990291262,0.0058252427,0.0310679612,0.0563106796,0.1417475728,0.0077669903,0.1087378641,0.0310679612,0.0941747573,0.0019417476,0.0097087379,0.059223301,0.1815533981,0.0038834951,0.067961165
BOMI1_1_ostmanpanel_1-ImageExport-01,76,0.0665658094,0.3267776097,0.1830559758,0.0181543116,0.0090771558,0.0983358548,0.1104387292,0.0226928896,0.0045385779,0.0665658094,0.0136157337,0.0030257186,0.0075642965,0.0332829047,0.0363086233
BOMI1_1_ostmanpanel_1-ImageExport-01,77,0.4808641975,0,0.0002057613,0.0082304527,0.1189300412,0,0.0002057613,0.0273662551,0.1565843621,0,0.0010288066,0.0312757202,0.1748971193,0,0.0004115226
BOMI1_1_ostmanpanel_1-ImageExport-01,78,0.0108556833,0.0316091954,0.0699233716,0.003192848,0.0019157088,0.0146871009,0.0625798212,0.1874201788,0.033844189,0.0833333333,0.1283524904,0.0593869732,0.0172413793,0.0855683269,0.2100893997
BOMI1_1_ostmanpanel_1-ImageExport-01,79,0.0602660017,0.0099750623,0.0033250208,0.1895261845,0.1874480466,0.0407315046,0.0710723192,0.0822942643,0.0174563591,0.002078138,0.0008312552,0.2219451372,0.0860349127,0.0095594347,0.0174563591
BOMI1_1_ostmanpanel_1-ImageExport-01,80,0.0923694779,0,0,0.1044176707,0.0562248996,0,0,0.2610441767,0.0361445783,0,0,0.3052208835,0.1445783133,0,0
BOMI1_1_ostmanpanel_1-ImageExport-01,81,0.0332640333,0.0005197505,0.0015592516,0.0478170478,0.1928274428,0.0036382536,0.0098752599,0.1616424116,0.0332640333,0,0.0005197505,0.2234927235,0.2785862786,0.0046777547,0.0083160083
BOMI1_1_ostmanpanel_1-ImageExport-01,82,0.0549199085,0.02402746,0.0080091533,0.2860411899,0.1270022883,0.0491990847,0.0423340961,0.1006864989,0.0137299771,0.0022883295,0.0011441648,0.1636155606,0.0709382151,0.033180778,0.0228832952
BOMI1_1_ostmanpanel_1-ImageExport-01,83,0.0204280156,0.0092412451,0.0179961089,0.0145914397,0.030155642,0.0282101167,0.5048638132,0.0218871595,0.0043774319,0.0038910506,0.0009727626,0.0199416342,0.0209143969,0.0170233463,0.2855058366
BOMI1_1_ostmanpanel_1-ImageExport-01,84,0.1932003923,0.0003269042,0.0003269042,0.039228506,0.5214122262,0.0009807127,0.0107878392,0.034651847,0.0483818241,0,0,0.0163452109,0.1317423995,0.0006538084,0.0019614253
BOMI1_1_ostmanpanel_1-ImageExport-01,85,0.152055473,0.0004952947,0.0104011887,0.0331847449,0.1386825161,0.0034670629,0.0178306092,0.0807330362,0.0767706786,0.0004952947,0.0019811788,0.1505695889,0.2932144626,0.0089153046,0.0312035661
BOMI1_1_ostmanpanel_1-ImageExport-01,86,0.0244731475,0.00985724,0.0067980965,0.1590754589,0.1468388851,0.0513256288,0.0910944935,0.0989123046,0.0125764786,0.0023793338,0.0006798097,0.1866077498,0.1315431679,0.0407885792,0.0370496261
BOMI1_1_ostmanpanel_1-ImageExport-01,87,0.0243664717,0,0,0.0214424951,0.0857699805,0,0,0.1033138402,0.037037037,0.0009746589,0.0009746589,0.1842105263,0.5419103314,0,0
BOMI1_1_ostmanpanel_1-ImageExport-01,88,0.3704663212,0.1450777202,0.1606217617,0.0129533679,0.1373056995,0.0440414508,0.0725388601,0.0077720207,0.0129533679,0.0051813472,0.0129533679,0,0.018134715,0,0
BOMI1_1_ostmanpanel_1-ImageExport-01,89,0.0772560773,0.1105561106,0.4332334332,0.020979021,0.011988012,0.0586080586,0.2081252081,0.006993007,0.0023310023,0.007992008,0.0273060273,0.004995005,0.0003330003,0.0103230103,0.018981019
BOMI1_1_ostmanpanel_1-ImageExport-01,90,0.2202202202,0.002002002,0,0.008008008,0.012012012,0,0,0.5585585586,0.1431431431,0.003003003,0,0.016016016,0.031031031,0.005005005,0.001001001
BOMI1_1_ostmanpanel_1-ImageExport-01,91,0.1029411765,0.023993808,0.0441176471,0.0356037152,0.2012383901,0.0270897833,0.1246130031,0.0634674923,0.0456656347,0.0108359133,0.0085139319,0.0472136223,0.173374613,0.0317337461,0.0595975232
BOMI1_1_ostmanpanel_1-ImageExport-01,92,0.0895904437,0,0,0.2312286689,0.1612627986,0.0051194539,0.0034129693,0.0964163823,0.0503412969,0,0,0.1988054608,0.159556314,0.0034129693,0.0008532423
BOMI1_1_ostmanpanel_1-ImageExport-01,93,0.0668789809,0.033970276,0.0323779193,0.0265392781,0.0472399151,0.0950106157,0.3625265393,0.0201698514,0.008492569,0.0106157113,0.0090233546,0.0212314225,0.0207006369,0.071656051,0.173566879
BOMI1_1_ostmanpanel_1-ImageExport-01,94,0.1742454728,0,0,0.0382293763,0.2889336016,0,0.000804829,0.1412474849,0.0555331992,0,0,0.0490945674,0.2507042254,0,0.0012072435
BOMI1_1_ostmanpanel_1-ImageExport-01,95,0.0959302326,0,0,0.0901162791,0.1930232558,0,0.0058139535,0.0825581395,0.0598837209,0,0,0.3023255814,0.1686046512,0,0.001744186
BOMI1_1_ostmanpanel_1-ImageExport-01,96,0.0556983719,0.028277635,0.0042844901,0.1152527849,0.1118251928,0.0488431877,0.0929734362,0.0809768638,0.0059982862,0.0029991431,0.000856898,0.2219365895,0.118680377,0.0437017995,0.0676949443
BOMI1_1_ostmanpanel_1-ImageExport-01,97,0.0566884176,0,0,0.0081566069,0.1818923328,0.0008156607,0.001223491,0.0399673736,0.0338499184,0,0,0.0668841762,0.6097063622,0,0.0008156607
BOMI1_1_ostmanpanel_1-ImageExport-01,98,0.1355661882,0.1244019139,0.2312599681,0.0031897927,0.0733652313,0.0733652313,0.2456140351,0.004784689,0.0255183413,0.0015948963,0.0207336523,0,0.0223285486,0.009569378,0.028708134
BOMI1_1_ostmanpanel_1-ImageExport-01,99,0.0551810237,0.1642946317,0.2833957553,0.0099875156,0.0259675406,0.0601747815,0.279650437,0.0147315855,0.0024968789,0.0172284644,0.0242197253,0.0034956305,0.0004993758,0.0109862672,0.047690387
BOMI1_1_ostmanpanel_1-ImageExport-01,100,0.125,0.0006127451,0.0006127451,0.0091911765,0.050245098,0.0006127451,0.0049019608,0.356004902,0.2634803922,0.0018382353,0.0012254902,0.0557598039,0.118872549,0.0042892157,0.0073529412
BOMI1_1_ostmanpanel_1-ImageExport-01,101,0.1470097689,0,0,0.0836311651,0.1806051942,0,0.0009530617,0.0381224684,0.0633786038,0,0.0004765309,0.2172980701,0.266857279,0.0002382654,0.0014295926
BOMI1_1_ostmanpanel_1-ImageExport-01,102,0.0171387335,0,0,0.05700884,0.3855313007,0,0.0001804077,0.0337362439,0.0061338625,0,0,0.0914667148,0.4086234891,0,0.0001804077
BOMI1_1_ostmanpanel_1-ImageExport-01,103,0.0734989648,0,0,0.132505176,0.049689441,0,0,0.1133540373,0.0414078675,0,0,0.4192546584,0.1702898551,0,0
BOMI1_1_ostmanpanel_1-ImageExport-01,104,0.011299435,0.077212806,0.0295040804,0.0477087257,0.0389202762,0.3113622097,0.4595103578,0.0006277464,0.0006277464,0.0012554928,0.0006277464,0,0.0006277464,0.0062774639,0.014438167
BOMI1_1_ostmanpanel_1-ImageExport-01,105,0.2741258741,0,0.0006993007,0.0293706294,0.2090909091,0,0.0083916084,0.1461538462,0.065034965,0,0,0.0811188811,0.1671328671,0.0055944056,0.0132867133
BOMI1_1_ostmanpanel_1-ImageExport-01,106,0.0916905444,0.0028653295,0.0372492837,0.005730659,0.1747851003,0,0.4068767908,0.005730659,0,0.0028653295,0.0114613181,0.0028653295,0.0257879656,0,0.2320916905
BOMI1_1_ostmanpanel_1-ImageExport-01,107,0.0054884742,0.1432491767,0.1805708013,0.0148188804,0.0109769484,0.1388583974,0.4215148189,0.0021953897,0,0.0071350165,0.0049396268,0.0016465423,0.0010976948,0.0186608123,0.0488474204
BOMI1_1_ostmanpanel_1-ImageExport-01,108,0.0560471976,0.004719764,0.0053097345,0.008259587,0.0017699115,0.001179941,0.002359882,0.6884955752,0.1103244838,0.010619469,0.012979351,0.0554572271,0.0247787611,0.0053097345,0.0123893805
BOMI1_1_ostmanpanel_1-ImageExport-01,109,0.2021857923,0,0,0.0118397086,0.0418943534,0,0.0009107468,0.1174863388,0.2613843352,0.0018214936,0.0009107468,0.0783242259,0.276867031,0.0027322404,0.0036429872
BOMI1_1_ostmanpanel_1-ImageExport-01,110,0.1457408155,0,0,0.0694388373,0.0625756964,0,0,0.1344368187,0.104158256,0,0,0.2377876463,0.2450545014,0.0008074283,0
